"Variable.Name","Variable.Description","Data.File.Name","Data.File.Description","Begin.Year","EndYear","Component","Use.Constraints"
"OPXSGLAU","Glaucoma, left eye","OPXRET_D","Ophthalmology - Retinal Imaging",2005,2006,"Examination","None"
"OPXSHEME","Heme, left eye","OPXRET_D","Ophthalmology - Retinal Imaging",2005,2006,"Examination","None"
"OPXSSIZE","Size, left eye","OPXRET_D","Ophthalmology - Retinal Imaging",2005,2006,"Examination","None"
"OPDSEXC","Excavation, left eye","OPXRET_D","Ophthalmology - Retinal Imaging",2005,2006,"Examination","None"
"OPDSNOT","Notch, left eye","OPXRET_D","Ophthalmology - Retinal Imaging",2005,2006,"Examination","None"
"OPDSTIL","Tilted, left eye","OPXRET_D","Ophthalmology - Retinal Imaging",2005,2006,"Examination","None"
"SEQN","Respondent sequence number.","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPASCST2","Retinal Imaging Status","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPASCCT2","Retinal Imaging Comment","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"VIQ110","Does SP appear to have a severe eye infection in one or both eyes?","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"VIQ121","If so, which eye?","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"VIQ130","Is SP wearing an eye patch?","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPXDCOMP","Are field 1 & field 2 present, right eye?","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPXDF1","Is field 1 present in the photos of the right eye?","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPXDF1FO","Was the optic nerve in focus from the right eye?","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPXDF2","Is field 2 present, Right Eye?","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPXDF2FO","Field 2 Focus, Right Eye","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPXDGRBL","Gradability of images, right eye.  This assumes at least one digital image of the right eye is available.","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPXDPMM","","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPXDPHPR","Photo Problems","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPXDPHIL","Photo Problem - Illumination","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPXDPHFD","Photo Problem - Field Definition","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPXDPHHZ","Photo Problem - Haze","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPXDPHDD","Photo Problem - Dust/Dirt","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPXDPHLA","Photo Problem - Lashes","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPXDPHAR","Photo Problem - Arc","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPXDPHRC","Photo Problem - Red Channel","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPXDPHOT","Photo Problem - Other","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPDURET","Calculated levels of retinopathy severity, worse eye.  The worse eye is the eye with the more severe retinopathy.","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPDURL4","This variable provides information on four levels of retinopathy severity, from the worse eye.  The worse eye is the eye with the more severe retinopathy.","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPDUARMA","This field is coded for the presence or absence of any retinopathy from the worse eye.  The worse eye is the eye with the more severe retinopathy.","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPDUHMA","This summary variable provides information describing microaneurysms (MAS) only, blot hemorrhages (HEM) only, or both, using two severity levels from the ETDRS standard 2A, worse eye.","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPDUMA","This variable provides information only on eyes with retinal microaneurysms and no retinal blot hemorrhage, worse eye.","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPDUHEM","This variable provides information only on eyes with retinal blot hemorrhages and no microaneurysms in the worse eye.","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPDUHE","This variable provides information on the presence or absence of hard exudate in the worse eye.  Hard exudate is a result of lipoprotein deposition in the retina and is usually associated with macular edema.","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPDUSE","This variable provides information on the presence or absence of soft exudate in the worse eye.  Soft exudate, sometimes called cotton wool spot, is due to retinal nerve fiber layer infarction, a result of retinal ischemia.","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPDUIRMA","This variable provides information on the presence or absence of Intraretinal Microvascular Abnormalities (IRMA), from the worse eye.  IRMA are retinal collateral vessels in areas of retinal ischemia indicating a more severe level of retinopathy.  This variable is coded using the ETDRS photo standard, 8A.  Eyes with IRMA>=8A have more severe disease than eyes with standard <8A.","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPDUVB","This variable provides information on the presence or absence of retinal venous beading from the worse eye.  Venous beading is a manifestation of severe retinal ischemia.","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPDUNVO","This variable provides information on the presence or absence of retinal new vessels on the optic disc area, from the worse eye.  Retinal new vessels on the optic disc area are a manifestation of proliferative retinopathy due to retinal ischemia.  This variable is coded using the ETDRS photo standard, 10A.  Eyes with standard>=10A have more new vessels than eyes with standard <10A.","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPDUNVE","This variable provides information on the presence or absence of retinal new vessels elsewhere outside the optic disc margin in the worse eye.  Retinal new vessels elsewhere outside the optic disc margin are a manifestation of proliferative retinopathy due to retinal ischemia.  The more area affected, the more severe the disease.","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPDURFP","This variable provides information on the presence or absence of retinal fibrous proliferation in the worse eye.  Retinal fibrous proliferation is a manifestation of proliferative retinopathy due to retinal ischemia.  The more area affected, the greater the disease.","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPDUPHVH","This variable provides information on the presence or absence of pre-retinal hemorrhage or vitreous hemorrhage in the worse eye.  Pre-retinal hemorrhage or vitreous hemorrhage is a manifestation of proliferative retinopathy due to retinal ischemia.  The more area is affected, the more severe the disease.","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPDUME","This variable provides information on the presence or absence of macular edema by clinical significance from the worse eye.  The definition for Clinically Significant Macular Edema (CSME), found in the NHANES Grading Protocol:  CSME is considered present when edema involves the fovea or is within 500 microns of the fovea, or when a 1+disc area of edema is present with at least a portion of it within the macula.","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPDUMEC","This variable provides information on the presence or absence of macular edema in the center from the worse eye.  Center involvement specifies involvement of the fovea by macular edema.  Cysts indicate more severe involvement, usually associated with visual loss.","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPDUPPS","This variable provides information on the presence or absence of panretinal photocoagulation scars in the worse eye.  Panretinal photocoagulation in a scatter pattern across the retina or in specific areas outside the macular area later results in scarring and is a surrogate for having had active severe disease.  Local and/or scatter photocoagulation is usually done to prevent preretinal and vitreous hemorrhage or the development of retinal new vessels.","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPDUFOC","This variable provides information on the presence or absence of focal laser photocoagulation from the worse eye.  It can appear either as treatment of leaking retinal microaneurysms (MA Rx only) or in a grid pattern in macula done for the treatment of localized or diffuse macular edema (Grid only), or sometimes together.","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPDUARM","This variable provides information on the 3-level severity classification of age-related macular degeneration (ARM) from the worse eye.  Early ARM is defined by presence or absence of drusen and/or pigmentary abnormalities; late ARM by exudative ARM signs and/or geographic atrophy.","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
"OPDUPIGA","This variable provides information on the presence or absence of increased retinal pigment and/or RPE depigmentation, a manifestation of early ARM in absence of signs of late ARM, from the worse eye.","OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination","None"
